istasyon_no,yil,ay,gun,saat,saatlik_nispi_nem_yuzde
19141,2019,7,20,10,39.0
19141,2019,7,20,11,36.0
19141,2019,7,20,12,36.0
19141,2019,7,20,13,34.0
19141,2019,7,20,14,36.0
19141,2019,7,20,15,45.0
19141,2019,7,20,16,52.0
19141,2019,7,20,17,55.0
19141,2019,7,20,18,63.0
19141,2019,7,20,19,64.0
19141,2019,7,20,20,66.0
19141,2019,7,20,21,71.0
19141,2019,7,20,22,76.0
19141,2019,7,20,23,81.0
19141,2019,7,21,0,83.0
19141,2019,7,21,1,79.0
19141,2019,7,21,2,82.0
19141,2019,7,21,3,81.0
19141,2019,7,21,4,83.0
19141,2019,7,21,5,72.0
19141,2019,7,21,6,72.0
19141,2019,7,21,7,65.0
19141,2019,7,21,8,60.0
19141,2019,7,21,9,52.0
19141,2019,7,21,10,43.0
19141,2019,7,21,11,41.0
19141,2019,7,21,12,40.0
19141,2019,7,21,13,38.0
19141,2019,7,21,14,42.0
19141,2019,7,21,15,43.0
19141,2019,7,21,16,46.0
19141,2019,7,21,17,51.0
19141,2019,7,21,18,57.0
19141,2019,7,21,19,64.0
19141,2019,7,21,20,71.0
19141,2019,7,21,21,76.0
19141,2019,7,21,22,77.0
19141,2019,7,21,23,75.0
19141,2019,7,22,0,78.0
19141,2019,7,22,1,89.0
19141,2019,7,22,2,93.0
19141,2019,7,22,3,95.0
19141,2019,7,22,4,93.0
19141,2019,7,22,5,81.0
19141,2019,7,22,6,74.0
19141,2019,7,22,7,61.0
19141,2019,7,22,8,52.0
19141,2019,7,22,9,45.0
19141,2019,7,22,10,39.0
19141,2019,7,22,11,38.0
19141,2019,7,22,13,40.0
19141,2019,7,22,14,40.0
19141,2019,7,22,15,45.0
19141,2019,7,22,16,51.0
19141,2019,7,22,17,57.0
19141,2019,7,22,18,62.0
19141,2019,7,22,19,67.0
19141,2019,7,22,20,69.0
19141,2019,7,22,21,76.0
19141,2019,7,22,22,76.0
19141,2019,7,22,23,78.0
19141,2019,7,23,0,77.0
19141,2019,7,23,1,78.0
19141,2019,7,23,2,87.0
19141,2019,7,23,3,94.0
19141,2019,7,23,4,92.0
19141,2019,7,23,5,78.0
19141,2019,7,23,6,73.0
19141,2019,7,23,7,62.0
19141,2019,7,23,8,50.0
19141,2019,7,23,9,40.0
19141,2019,7,23,10,37.0
19141,2019,7,23,11,34.0
19141,2019,7,23,13,33.0
19141,2019,7,23,14,39.0
19141,2019,7,23,15,38.0
19141,2019,7,23,16,45.0
19141,2019,7,23,17,53.0
19141,2019,7,23,18,56.0
19141,2019,7,23,19,63.0
19141,2019,7,23,20,69.0
19141,2019,7,23,21,68.0
19141,2019,7,23,22,67.0
19141,2019,7,23,23,73.0
19141,2019,7,24,0,78.0
19141,2019,7,24,1,79.0
19141,2019,7,24,2,84.0
19141,2019,7,24,3,88.0
19141,2019,7,24,4,85.0
19141,2019,7,24,5,68.0
19141,2019,7,24,6,71.0
19141,2019,7,24,7,54.0
19141,2019,7,24,8,53.0
19141,2019,7,24,9,49.0
19141,2019,7,24,10,42.0
19141,2019,7,24,11,47.0
19141,2019,7,24,12,54.0
19141,2019,7,24,13,59.0
19141,2019,7,24,14,53.0
19141,2019,7,24,15,57.0
19141,2019,7,24,16,65.0
19141,2019,7,24,17,70.0
19141,2019,7,24,18,67.0
19141,2019,7,24,19,66.0
19141,2019,7,24,20,70.0
19141,2019,7,24,21,74.0
19141,2019,7,24,22,78.0
19141,2019,7,24,23,78.0
19141,2019,7,25,0,78.0
19141,2019,7,25,1,82.0
19141,2019,7,25,2,85.0
19141,2019,7,25,3,87.0
19141,2019,7,25,4,88.0
19141,2019,7,25,5,83.0
19141,2019,7,25,6,70.0
19141,2019,7,25,7,62.0
19141,2019,7,25,8,55.0
19141,2019,7,25,9,46.0
19141,2019,7,25,10,37.0
19141,2019,7,25,11,30.0
19141,2019,7,25,12,31.0
19141,2019,7,25,13,34.0
19141,2019,7,25,14,36.0
19141,2019,7,25,15,39.0
19141,2019,7,25,16,40.0
19141,2019,7,25,17,47.0
19141,2019,7,25,18,53.0
19141,2019,7,25,19,59.0
19141,2019,7,25,20,66.0
19141,2019,7,25,21,75.0
19141,2019,7,25,22,81.0
19141,2019,7,25,23,83.0
19141,2019,7,26,0,79.0
19141,2019,7,26,1,89.0
19141,2019,7,26,2,94.0
19141,2019,7,26,3,96.0
19141,2019,7,26,4,94.0
19141,2019,7,26,5,80.0
19141,2019,7,26,6,72.0
19141,2019,7,26,7,62.0
19141,2019,7,26,8,53.0
19141,2019,7,26,9,46.0
19141,2019,7,26,10,40.0
19141,2019,7,26,11,36.0
19141,2019,7,26,12,32.0
19141,2019,7,26,13,28.0
19141,2019,7,26,14,30.0
19141,2019,7,26,15,33.0
19141,2019,7,26,16,39.0
19141,2019,7,26,17,50.0
19141,2019,7,26,18,60.0
19141,2019,7,26,19,63.0
19141,2019,7,26,20,68.0
19141,2019,7,26,21,69.0
19141,2019,7,26,22,74.0
19141,2019,7,26,23,80.0
19141,2019,7,27,0,82.0
19141,2019,7,27,1,86.0
19141,2019,7,27,2,87.0
19141,2019,7,27,3,90.0
19141,2019,7,27,4,84.0
19141,2019,7,27,5,74.0
19141,2019,7,27,6,70.0
19141,2019,7,27,7,61.0
19141,2019,7,27,8,55.0
19141,2019,7,27,9,45.0
19141,2019,7,27,10,37.0
19141,2019,7,27,11,35.0
19141,2019,7,27,12,32.0
19141,2019,7,27,13,32.0
19141,2019,7,27,14,36.0
19141,2019,7,27,15,44.0
19141,2019,7,27,16,47.0
19141,2019,7,27,17,49.0
19141,2019,7,27,18,56.0
19141,2019,7,27,19,61.0
19141,2019,7,27,20,66.0
19141,2019,7,27,21,70.0
19141,2019,7,27,22,77.0
19141,2019,7,27,23,80.0
19141,2019,7,28,0,84.0
19141,2019,7,28,1,87.0
19141,2019,7,28,2,91.0
19141,2019,7,28,3,93.0
19141,2019,7,28,4,92.0
19141,2019,7,28,5,81.0
19141,2019,7,28,6,76.0
19141,2019,7,28,7,71.0
19141,2019,7,28,8,63.0
19141,2019,7,28,9,56.0
19141,2019,7,28,10,51.0
19141,2019,7,28,11,44.0
19141,2019,7,28,12,41.0
19141,2019,7,28,13,42.0
19141,2019,7,28,14,40.0
19141,2019,7,28,15,44.0
19141,2019,7,28,16,46.0
19141,2019,7,28,17,57.0
19141,2019,7,28,18,62.0
19141,2019,7,28,19,66.0
19141,2019,7,28,20,67.0
19141,2019,7,28,21,74.0
19141,2019,7,28,22,77.0
19141,2019,7,28,23,83.0
19141,2019,7,29,0,86.0
19141,2019,7,29,1,88.0
19141,2019,7,29,2,91.0
19141,2019,7,29,3,94.0
19141,2019,7,29,4,93.0
19141,2019,7,29,5,81.0
19141,2019,7,29,6,72.0
19141,2019,7,29,7,68.0
19141,2019,7,29,8,56.0
19141,2019,7,29,9,45.0
19141,2019,7,29,10,32.0
19141,2019,7,29,11,26.0
19141,2019,7,29,13,19.0
19141,2019,7,29,14,25.0
19141,2019,7,29,15,31.0
19141,2019,7,29,16,39.0
19141,2019,7,29,17,42.0
19141,2019,7,29,18,42.0
19141,2019,7,29,19,50.0
19141,2019,7,29,20,50.0
19141,2019,7,29,21,54.0
19141,2019,7,29,22,59.0
19141,2019,7,29,23,62.0
19141,2019,7,30,0,66.0
19141,2019,7,30,1,69.0
19141,2019,7,30,2,70.0
19141,2019,7,30,3,74.0
19141,2019,7,30,4,71.0
19141,2019,7,30,5,60.0
19141,2019,7,30,6,59.0
19141,2019,7,30,7,61.0
19141,2019,7,30,8,58.0
19141,2019,7,30,9,42.0
19141,2019,7,30,10,42.0
19141,2019,7,30,11,36.0
19141,2019,7,30,13,43.0
19141,2019,7,30,14,46.0
19141,2019,7,30,15,44.0
19141,2019,7,30,16,51.0
19141,2019,7,30,17,55.0
19141,2019,7,30,18,59.0
19141,2019,7,30,19,61.0
19141,2019,7,30,20,65.0
19141,2019,7,30,21,69.0
19141,2019,7,30,22,75.0
19141,2019,7,30,23,79.0
19141,2019,7,31,0,84.0
19141,2019,7,31,1,87.0
19141,2019,7,31,2,91.0
19141,2019,7,31,3,93.0
19141,2019,7,31,4,92.0
19141,2019,7,31,5,78.0
19141,2019,7,31,6,76.0
19141,2019,7,31,7,65.0
19141,2019,7,31,8,50.0
19141,2019,7,31,9,42.0
19141,2019,7,31,10,37.0
19141,2019,7,31,11,32.0
19141,2019,7,31,13,37.0
19141,2019,7,31,14,37.0
19141,2019,7,31,15,39.0
19141,2019,7,31,16,40.0
19141,2019,7,31,17,44.0
19141,2019,7,31,18,51.0
19141,2019,7,31,19,59.0
19141,2019,7,31,20,62.0
19141,2019,7,31,21,60.0
19141,2019,7,31,22,66.0
19141,2019,7,31,23,68.0
19141,2019,8,1,0,73.0
19141,2019,8,1,1,75.0
19141,2019,8,1,2,78.0
19141,2019,8,1,3,81.0
19141,2019,8,1,4,80.0
19141,2019,8,1,5,70.0
19141,2019,8,1,6,68.0
19141,2019,8,1,7,61.0
19141,2019,8,1,8,54.0
19141,2019,8,1,9,43.0
19141,2019,8,1,10,35.0
19141,2019,8,1,11,27.0
19141,2019,8,1,13,31.0
19141,2019,8,1,14,35.0
19141,2019,8,1,15,42.0
19141,2019,8,1,16,47.0
19141,2019,8,1,17,52.0
19141,2019,8,1,18,56.0
19141,2019,8,1,19,62.0
19141,2019,8,1,20,67.0
19141,2019,8,1,21,65.0
19141,2019,8,1,22,71.0
19141,2019,8,1,23,75.0
19141,2019,8,2,0,72.0
19141,2019,8,2,1,73.0
19141,2019,8,2,2,79.0
19141,2019,8,2,3,80.0
19141,2019,8,2,4,78.0
19141,2019,8,2,5,65.0
19141,2019,8,2,6,68.0
19141,2019,8,2,7,58.0
19141,2019,8,2,8,51.0
19141,2019,8,2,9,48.0
19141,2019,8,2,10,43.0
19141,2019,8,2,11,41.0
19141,2019,8,2,12,44.0
19141,2019,8,2,13,46.0
19141,2019,8,2,14,47.0
19141,2019,8,2,15,49.0
19141,2019,8,2,16,52.0
19141,2019,8,2,17,57.0
19141,2019,8,2,18,64.0
19141,2019,8,2,19,68.0
19141,2019,8,2,20,73.0
19141,2019,8,2,21,77.0
19141,2019,8,2,22,79.0
19141,2019,8,2,23,83.0
19141,2019,8,3,0,90.0
19141,2019,8,3,1,91.0
19141,2019,8,3,2,96.0
19141,2019,8,3,3,96.0
19141,2019,8,3,4,96.0
19141,2019,8,3,5,80.0
19141,2019,8,3,6,75.0
19141,2019,8,3,7,67.0
19141,2019,8,3,8,49.0
19141,2019,8,3,9,41.0
19141,2019,8,3,10,35.0
19141,2019,8,3,11,25.0
19141,2019,8,3,12,26.0
19141,2019,8,3,13,27.0
19141,2019,8,3,14,28.0
19141,2019,8,3,15,30.0
19141,2019,8,3,16,30.0
19141,2019,8,3,17,35.0
19141,2019,8,3,18,40.0
19141,2019,8,3,19,44.0
19141,2019,8,3,20,49.0
19141,2019,8,3,21,54.0
19141,2019,8,3,22,55.0
19141,2019,8,3,23,59.0
19141,2019,8,4,0,63.0
19141,2019,8,4,1,65.0
19141,2019,8,4,2,63.0
19141,2019,8,4,3,65.0
19141,2019,8,4,4,68.0
19141,2019,8,4,5,66.0
19141,2019,8,4,6,67.0
19141,2019,8,4,7,60.0
19141,2019,8,4,8,61.0
19141,2019,8,4,9,55.0
19141,2019,8,4,10,52.0
19141,2019,8,4,11,47.0
19141,2019,8,4,12,47.0
19141,2019,8,4,13,56.0
19141,2019,8,4,14,57.0
19141,2019,8,4,15,58.0
19141,2019,8,4,16,58.0
19141,2019,8,4,17,59.0
19141,2019,8,4,18,66.0
19141,2019,8,4,19,70.0
19141,2019,8,4,20,75.0
19141,2019,8,4,21,81.0
19141,2019,8,4,22,81.0
19141,2019,8,4,23,82.0
19141,2019,8,5,0,88.0
19141,2019,8,5,1,89.0
19141,2019,8,5,2,92.0
19141,2019,8,5,3,95.0
19141,2019,8,5,4,93.0
19141,2019,8,5,5,84.0
19141,2019,8,5,6,74.0
19141,2019,8,5,7,63.0
19141,2019,8,5,8,56.0
19141,2019,8,5,9,46.0
19141,2019,8,5,10,43.0
19141,2019,8,5,11,37.0
19141,2019,8,5,12,37.0
19141,2019,8,5,13,38.0
19141,2019,8,5,14,37.0
19141,2019,8,5,15,39.0
19141,2019,8,5,16,44.0
19141,2019,8,5,17,49.0
19141,2019,8,5,18,55.0
19141,2019,8,5,19,61.0
19141,2019,8,5,20,67.0
19141,2019,8,5,21,70.0
19141,2019,8,5,22,72.0
19141,2019,8,5,23,72.0
19141,2019,8,6,0,79.0
19141,2019,8,6,1,84.0
19141,2019,8,6,2,87.0
19141,2019,8,6,3,90.0
19141,2019,8,6,4,89.0
19141,2019,8,6,5,74.0
19141,2019,8,6,6,69.0
19141,2019,8,6,7,54.0
19141,2019,8,6,8,43.0
19141,2019,8,6,9,38.0
19141,2019,8,6,10,34.0
19141,2019,8,6,11,30.0
19141,2019,8,6,12,26.0
19141,2019,8,6,13,28.0
19141,2019,8,6,14,30.0
19141,2019,8,6,15,35.0
19141,2019,8,6,16,41.0
19141,2019,8,6,17,50.0
19141,2019,8,6,18,56.0
19141,2019,8,6,19,60.0
19141,2019,8,6,20,67.0
19141,2019,8,6,21,70.0
19141,2019,8,6,22,65.0
19141,2019,8,6,23,72.0
19141,2019,8,7,0,76.0
19141,2019,8,7,1,82.0
19141,2019,8,7,2,86.0
19141,2019,8,7,3,87.0
19141,2019,8,7,4,86.0
19141,2019,8,7,5,73.0
19141,2019,8,7,6,66.0
19141,2019,8,7,7,60.0
19141,2019,8,7,8,51.0
19141,2019,8,7,9,38.0
19141,2019,8,7,10,34.0
19141,2019,8,7,11,28.0
19141,2019,8,7,12,23.0
19141,2019,8,7,13,21.0
19141,2019,8,7,14,23.0
19141,2019,8,7,15,24.0
19141,2019,8,7,16,32.0
19141,2019,8,7,17,41.0
19141,2019,8,7,18,48.0
19141,2019,8,7,19,51.0
19141,2019,8,7,20,56.0
19141,2019,8,7,21,62.0
19141,2019,8,7,22,64.0
19141,2019,8,7,23,66.0
19141,2019,8,8,0,70.0
19141,2019,8,8,1,73.0
19141,2019,8,8,2,75.0
19141,2019,8,8,3,79.0
19141,2019,8,8,4,75.0
19141,2019,8,8,5,61.0
19141,2019,8,8,6,57.0
19141,2019,8,8,7,49.0
19141,2019,8,8,8,40.0
19141,2019,8,8,9,29.0
19141,2019,8,8,10,23.0
19141,2019,8,8,11,19.0
19141,2019,8,8,12,17.0
19141,2019,8,8,13,17.0
19141,2019,8,8,14,16.0
19141,2019,8,8,15,23.0
19141,2019,8,8,16,30.0
19141,2019,8,8,17,38.0
19141,2019,8,8,18,48.0
19141,2019,8,8,19,50.0
19141,2019,8,8,20,53.0
19141,2019,8,8,21,59.0
19141,2019,8,8,22,66.0
19141,2019,8,8,23,73.0
19141,2019,8,9,0,77.0
19141,2019,8,9,1,81.0
19141,2019,8,9,2,84.0
19141,2019,8,9,3,87.0
19141,2019,8,9,4,87.0
19141,2019,8,9,5,74.0
19141,2019,8,9,6,66.0
19141,2019,8,9,7,56.0
19141,2019,8,9,8,49.0
19141,2019,8,9,9,41.0
19141,2019,8,9,10,37.0
19141,2019,8,9,11,27.0
19141,2019,8,9,12,19.0
19141,2019,8,9,13,15.0
19141,2019,8,9,14,22.0
19141,2019,8,9,15,32.0
19141,2019,8,9,16,34.0
19141,2019,8,9,17,50.0
19141,2019,8,9,18,46.0
19141,2019,8,9,19,52.0
19141,2019,8,9,20,68.0
19141,2019,8,9,21,74.0
19141,2019,8,9,22,76.0
19141,2019,8,9,23,79.0
19141,2019,8,10,0,79.0
19141,2019,8,10,1,86.0
19141,2019,8,10,2,88.0
19141,2019,8,10,3,88.0
19141,2019,8,10,4,85.0
19141,2019,8,10,5,64.0
19141,2019,8,10,6,59.0
19141,2019,8,10,7,66.0
19141,2019,8,10,8,58.0
19141,2019,8,10,9,48.0
19141,2019,8,10,10,39.0
19141,2019,8,10,11,33.0
19141,2019,8,10,12,30.0
19141,2019,8,10,13,35.0
19141,2019,8,10,14,38.0
19141,2019,8,10,15,41.0
19141,2019,8,10,16,45.0
19141,2019,8,10,17,53.0
19141,2019,8,10,18,60.0
19141,2019,8,10,19,62.0
19141,2019,8,10,20,64.0
19141,2019,8,10,21,62.0
19141,2019,8,10,22,56.0
19141,2019,8,10,23,62.0
19141,2019,8,11,0,61.0
19141,2019,8,11,1,70.0
19141,2019,8,11,2,75.0
19141,2019,8,11,3,77.0
19141,2019,8,11,4,76.0
19141,2019,8,11,5,65.0
19141,2019,8,11,6,58.0
19141,2019,8,11,7,50.0
19141,2019,8,11,8,46.0
19141,2019,8,11,9,38.0
19141,2019,8,11,10,33.0
19141,2019,8,11,11,31.0
19141,2019,8,11,12,27.0
19141,2019,8,11,13,31.0
19141,2019,8,11,14,34.0
19141,2019,8,11,15,41.0
19141,2019,8,11,16,49.0
19141,2019,8,11,17,53.0
19141,2019,8,11,18,57.0
19141,2019,8,11,19,66.0
19141,2019,8,11,20,69.0
19141,2019,8,11,21,70.0
19141,2019,8,11,22,74.0
19141,2019,8,11,23,71.0
19141,2019,8,12,0,78.0
19141,2019,8,12,1,78.0
19141,2019,8,12,2,81.0
19141,2019,8,12,3,86.0
19141,2019,8,12,4,85.0
19141,2019,8,12,5,71.0
19141,2019,8,12,6,67.0
19141,2019,8,12,7,58.0
19141,2019,8,12,8,51.0
19141,2019,8,12,9,42.0
19141,2019,8,12,10,32.0
19141,2019,8,12,11,20.0
19141,2019,8,12,13,26.0
19141,2019,8,12,14,25.0
19141,2019,8,12,15,26.0
19141,2019,8,12,16,34.0
19141,2019,8,12,17,40.0
19141,2019,8,12,18,40.0
19141,2019,8,12,19,43.0
19141,2019,8,12,20,47.0
19141,2019,8,12,21,52.0
19141,2019,8,12,22,57.0
19141,2019,8,12,23,63.0
19141,2019,8,13,0,66.0
19141,2019,8,13,1,68.0
19141,2019,8,13,2,73.0
19141,2019,8,13,3,75.0
19141,2019,8,13,4,77.0
19141,2019,8,13,5,63.0
19141,2019,8,13,6,57.0
19141,2019,8,13,7,49.0
19141,2019,8,13,8,27.0
19141,2019,8,13,9,20.0
19141,2019,8,13,10,16.0
19141,2019,8,13,11,14.0
19141,2019,8,13,12,14.0
19141,2019,8,13,13,14.0
19141,2019,8,13,14,14.0
19141,2019,8,13,15,30.0
19141,2019,8,13,16,34.0
19141,2019,8,13,17,33.0
19141,2019,8,13,18,34.0
19141,2019,8,13,19,39.0
19141,2019,8,13,20,47.0
19141,2019,8,13,21,53.0
19141,2019,8,13,22,57.0
19141,2019,8,13,23,59.0
19141,2019,8,14,0,65.0
19141,2019,8,14,1,65.0
19141,2019,8,14,2,70.0
19141,2019,8,14,3,73.0
19141,2019,8,14,4,71.0
19141,2019,8,14,5,61.0
19141,2019,8,14,6,66.0
19141,2019,8,14,7,61.0
19141,2019,8,14,8,51.0
19141,2019,8,14,9,36.0
19141,2019,8,14,10,33.0
19141,2019,8,14,11,31.0
19141,2019,8,14,12,28.0
19141,2019,8,14,13,34.0
19141,2019,8,14,14,36.0
19141,2019,8,14,15,40.0
19141,2019,8,14,16,48.0
19141,2019,8,14,17,56.0
19141,2019,8,14,18,59.0
19141,2019,8,14,19,66.0
19141,2019,8,14,20,70.0
19141,2019,8,14,21,74.0
19141,2019,8,14,22,76.0
19141,2019,8,14,23,78.0
19141,2019,8,15,0,80.0
19141,2019,8,15,1,83.0
19141,2019,8,15,2,95.0
19141,2019,8,15,3,92.0
19141,2019,8,15,4,92.0
19141,2019,8,15,5,90.0
19141,2019,8,15,6,87.0
19141,2019,8,15,7,89.0
19141,2019,8,15,8,76.0
19141,2019,8,15,9,71.0
19141,2019,8,15,10,65.0
19141,2019,8,15,11,63.0
19141,2019,8,15,12,64.0
19141,2019,8,15,13,62.0
19141,2019,8,15,14,59.0
19141,2019,8,15,15,62.0
19141,2019,8,15,16,66.0
19141,2019,8,15,17,67.0
19141,2019,8,15,18,72.0
19141,2019,8,15,19,73.0
19141,2019,8,15,20,74.0
19141,2019,8,15,21,77.0
19141,2019,8,15,22,77.0
19141,2019,8,15,23,78.0
19141,2019,8,16,0,81.0
19141,2019,8,16,1,79.0
19141,2019,8,16,2,80.0
19141,2019,8,16,3,81.0
19141,2019,8,16,4,81.0
19141,2019,8,16,5,80.0
19141,2019,8,16,6,80.0
19141,2019,8,16,7,93.0
19141,2019,8,16,8,79.0
19141,2019,8,16,9,77.0
19141,2019,8,16,10,77.0
19141,2019,8,16,11,64.0
19141,2019,8,16,12,60.0
19141,2019,8,16,13,55.0
19141,2019,8,16,14,59.0
19141,2019,8,16,15,66.0
19141,2019,8,16,16,68.0
19141,2019,8,16,17,72.0
19141,2019,8,16,18,76.0
19141,2019,8,16,19,81.0
19141,2019,8,16,20,84.0
19141,2019,8,16,21,89.0
19141,2019,8,16,22,87.0
19141,2019,8,16,23,89.0
19141,2019,8,17,0,91.0
19141,2019,8,17,1,97.0
19141,2019,8,17,2,94.0
19141,2019,8,17,3,94.0
19141,2019,8,17,4,96.0
19141,2019,8,17,5,87.0
19141,2019,8,17,6,80.0
19141,2019,8,17,7,70.0
19141,2019,8,17,8,62.0
19141,2019,8,17,9,56.0
19141,2019,8,17,10,48.0
19141,2019,8,17,11,42.0
19141,2019,8,17,12,48.0
19141,2019,8,17,13,90.0
19141,2019,8,17,14,86.0
19141,2019,8,17,15,79.0
19141,2019,8,17,16,79.0
19141,2019,8,17,17,77.0
19141,2019,8,17,18,79.0
19141,2019,8,17,19,79.0
19141,2019,8,17,20,82.0
19141,2019,8,17,21,86.0
19141,2019,8,17,22,85.0
19141,2019,8,17,23,84.0
19141,2019,8,18,0,89.0
19141,2019,8,18,1,89.0
19141,2019,8,18,2,88.0
19141,2019,8,18,3,90.0
19141,2019,8,18,4,82.0
19141,2019,8,18,5,85.0
19141,2019,8,18,6,83.0
19141,2019,8,18,7,80.0
19141,2019,8,18,8,80.0
19141,2019,8,18,9,72.0
19141,2019,8,18,10,62.0
19141,2019,8,18,11,54.0
19141,2019,8,18,12,49.0
19141,2019,8,18,13,44.0
19141,2019,8,18,14,45.0
19141,2019,8,18,15,51.0
19141,2019,8,18,16,54.0
19141,2019,8,18,17,60.0
19141,2019,8,18,18,67.0
19141,2019,8,18,19,77.0
19141,2019,8,18,20,86.0
19141,2019,8,18,21,89.0
19141,2019,8,18,22,93.0
19141,2019,8,18,23,95.0
19141,2019,8,19,0,98.0
19141,2019,8,19,1,98.0
19141,2019,8,19,2,98.0
19141,2019,8,19,3,98.0
19141,2019,8,19,4,98.0
19141,2019,8,19,5,86.0
19141,2019,8,19,6,77.0
19141,2019,8,19,7,70.0
19141,2019,8,19,8,57.0
19141,2019,8,19,9,51.0
19141,2019,8,19,10,44.0
19141,2019,8,19,11,40.0
19141,2019,8,19,12,39.0
19141,2019,8,19,13,42.0
19141,2019,8,19,14,33.0
19141,2019,8,19,15,45.0
19141,2019,8,19,16,50.0
19141,2019,8,19,17,60.0
19141,2019,8,19,18,69.0
19141,2019,8,19,19,71.0
19141,2019,8,19,20,78.0
19141,2019,8,19,21,82.0
19141,2019,8,19,22,84.0
19141,2019,8,19,23,84.0
19141,2019,8,20,0,90.0
19141,2019,8,20,1,95.0
19141,2019,8,20,2,94.0
19141,2019,8,20,3,98.0
19141,2019,8,20,4,98.0
19141,2019,8,20,5,87.0
19141,2019,8,20,6,74.0
19141,2019,8,20,7,69.0
19141,2019,8,20,8,61.0
19141,2019,8,20,9,53.0
19141,2019,8,20,10,50.0
19141,2019,8,20,11,48.0
19141,2019,8,20,12,49.0
19141,2019,8,20,13,46.0
19141,2019,8,20,14,49.0
19141,2019,8,20,15,52.0
19141,2019,8,20,16,56.0
19141,2019,8,20,17,58.0
19141,2019,8,20,18,65.0
19141,2019,8,20,19,67.0
19141,2019,8,20,20,66.0
19141,2019,8,20,21,71.0
19141,2019,8,20,22,70.0
19141,2019,8,20,23,72.0
19141,2019,8,21,0,77.0
19141,2019,8,21,1,78.0
19141,2019,8,21,2,74.0
19141,2019,8,21,3,73.0
19141,2019,8,21,4,74.0
19141,2019,8,21,5,98.0
19141,2019,8,21,6,98.0
19141,2019,8,21,7,98.0
19141,2019,8,21,8,98.0
19141,2019,8,21,9,98.0
19141,2019,8,21,10,98.0
19141,2019,8,21,11,93.0
19141,2019,8,21,12,81.0
19141,2019,8,21,13,78.0
19141,2019,8,21,14,76.0
19141,2019,8,21,15,83.0
19141,2019,8,21,16,87.0
19141,2019,8,21,17,89.0
19141,2019,8,21,18,94.0
19141,2019,8,21,19,97.0
19141,2019,8,21,20,98.0
19141,2019,8,21,21,98.0
19141,2019,8,21,22,98.0
19141,2019,8,21,23,98.0
19141,2019,8,22,0,98.0
19141,2019,8,22,1,98.0
19141,2019,8,22,2,98.0
19141,2019,8,22,3,98.0
19141,2019,8,22,4,98.0
19141,2019,8,22,5,98.0
19141,2019,8,22,6,92.0
19141,2019,8,22,7,83.0
19141,2019,8,22,8,76.0
19141,2019,8,22,9,69.0
19141,2019,8,22,10,59.0
19141,2019,8,22,11,56.0
19141,2019,8,22,12,54.0
19141,2019,8,22,13,51.0
19141,2019,8,22,14,59.0
19141,2019,8,22,15,59.0
19141,2019,8,22,16,67.0
19141,2019,8,22,17,72.0
19141,2019,8,22,18,75.0
19141,2019,8,22,19,75.0
19141,2019,8,22,20,82.0
19141,2019,8,22,21,87.0
19141,2019,8,22,22,92.0
19141,2019,8,22,23,98.0
19141,2019,8,23,0,98.0
19141,2019,8,23,1,98.0
19141,2019,8,23,2,98.0
19141,2019,8,23,3,98.0
19141,2019,8,23,4,98.0
19141,2019,8,23,5,98.0
19141,2019,8,23,6,86.0
19141,2019,8,23,7,78.0
19141,2019,8,23,8,71.0
19141,2019,8,23,9,61.0
19141,2019,8,23,10,52.0
19141,2019,8,23,11,51.0
19141,2019,8,23,12,47.0
19141,2019,8,23,13,43.0
19141,2019,8,23,14,46.0
19141,2019,8,23,15,51.0
19141,2019,8,23,16,58.0
19141,2019,8,23,17,62.0
19141,2019,8,23,18,70.0
19141,2019,8,23,19,76.0
19141,2019,8,23,20,78.0
19141,2019,8,23,21,77.0
19141,2019,8,23,22,83.0
19141,2019,8,23,23,93.0
19141,2019,8,24,0,92.0
19141,2019,8,24,1,98.0
19141,2019,8,24,2,98.0
19141,2019,8,24,3,98.0
19141,2019,8,24,4,98.0
19141,2019,8,24,5,98.0
19141,2019,8,24,6,91.0
19141,2019,8,24,7,82.0
19141,2019,8,24,8,68.0
19141,2019,8,24,9,59.0
19141,2019,8,24,10,45.0
19141,2019,8,24,11,35.0
19141,2019,8,24,12,29.0
19141,2019,8,24,13,30.0
19141,2019,8,24,14,43.0
19141,2019,8,24,15,46.0
19141,2019,8,24,16,56.0
19141,2019,8,24,17,61.0
19141,2019,8,24,18,63.0
19141,2019,8,24,19,68.0
19141,2019,8,24,20,74.0
19141,2019,8,24,21,79.0
19141,2019,8,24,22,75.0
19141,2019,8,24,23,80.0
19141,2019,8,25,0,84.0
19141,2019,8,25,1,89.0
19141,2019,8,25,2,92.0
19141,2019,8,25,3,97.0
19141,2019,8,25,4,98.0
19141,2019,8,25,5,82.0
19141,2019,8,25,6,73.0
19141,2019,8,25,7,64.0
19141,2019,8,25,8,58.0
19141,2019,8,25,9,49.0
19141,2019,8,25,10,40.0
19141,2019,8,25,11,35.0
19141,2019,8,25,12,30.0
19141,2019,8,25,13,37.0
19141,2019,8,25,14,45.0
19141,2019,8,25,15,50.0
19141,2019,8,25,16,56.0
19141,2019,8,25,17,62.0
19141,2019,8,25,18,68.0
19141,2019,8,25,19,72.0
19141,2019,8,25,20,74.0
19141,2019,8,25,21,78.0
19141,2019,8,25,22,80.0
19141,2019,8,25,23,82.0
19141,2019,8,26,0,87.0
