istasyon_no,yil,ay,gun,saat,saatlik_nispi_nem_yuzde
19141,2020,8,28,18,41.0
19141,2020,8,28,19,46.0
19141,2020,8,28,20,51.0
19141,2020,8,28,21,54.0
19141,2020,8,28,22,56.0
19141,2020,8,28,23,60.0
19141,2020,8,29,0,63.0
19141,2020,8,29,1,66.0
19141,2020,8,29,2,70.0
19141,2020,8,29,3,72.0
19141,2020,8,29,4,73.0
19141,2020,8,29,5,59.0
19141,2020,8,29,6,52.0
19141,2020,8,29,7,45.0
19141,2020,8,29,8,35.0
19141,2020,8,29,9,26.0
19141,2020,8,29,10,22.0
19141,2020,8,29,11,17.0
19141,2020,8,29,12,15.0
19141,2020,8,29,13,14.0
19141,2020,8,29,14,12.0
19141,2020,8,29,15,12.0
19141,2020,8,29,16,23.0
19141,2020,8,29,17,30.0
19141,2020,8,29,18,37.0
19141,2020,8,29,19,44.0
19141,2020,8,29,20,49.0
19141,2020,8,29,21,52.0
19141,2020,8,29,22,57.0
19141,2020,8,29,23,61.0
19141,2020,8,30,0,63.0
19141,2020,8,30,1,67.0
19141,2020,8,30,2,70.0
19141,2020,8,30,3,73.0
19141,2020,8,30,4,73.0
19141,2020,8,30,5,59.0
19141,2020,8,30,6,51.0
19141,2020,8,30,7,43.0
19141,2020,8,30,8,30.0
19141,2020,8,30,9,24.0
19141,2020,8,30,10,20.0
19141,2020,8,30,11,14.0
19141,2020,8,30,12,13.0
19141,2020,8,30,13,15.0
19141,2020,8,30,14,24.0
19141,2020,8,30,15,31.0
19141,2020,8,30,16,38.0
19141,2020,8,30,17,45.0
19141,2020,8,30,18,52.0
19141,2020,8,30,19,59.0
19141,2020,8,30,20,63.0
19141,2020,8,30,21,70.0
19141,2020,8,30,22,72.0
19141,2020,8,30,23,76.0
19141,2020,8,31,0,78.0
19141,2020,8,31,1,81.0
19141,2020,8,31,2,83.0
19141,2020,8,31,3,84.0
19141,2020,8,31,4,87.0
19141,2020,8,31,5,75.0
19141,2020,8,31,6,76.0
19141,2020,8,31,7,73.0
19141,2020,8,31,8,62.0
19141,2020,8,31,9,48.0
19141,2020,8,31,10,31.0
19141,2020,8,31,11,24.0
19141,2020,8,31,12,25.0
19141,2020,8,31,13,27.0
19141,2020,8,31,14,31.0
19141,2020,8,31,15,35.0
19141,2020,8,31,16,40.0
19141,2020,8,31,17,50.0
19141,2020,8,31,18,56.0
19141,2020,8,31,19,60.0
19141,2020,8,31,20,68.0
19141,2020,8,31,21,74.0
19141,2020,8,31,22,79.0
19141,2020,8,31,23,84.0
19141,2021,7,1,0,90.0
19141,2021,7,1,1,98.0
19141,2021,7,1,2,98.0
19141,2021,7,1,3,98.0
19141,2021,7,1,4,98.0
19141,2021,7,1,5,85.0
19141,2021,7,1,6,67.0
19141,2021,7,1,7,50.0
19141,2021,7,1,8,44.0
19141,2021,7,1,9,34.0
19141,2021,7,1,10,23.0
19141,2021,7,1,11,19.0
19141,2021,7,1,12,19.0
19141,2021,7,1,13,19.0
19141,2021,7,1,14,17.0
19141,2021,7,1,15,15.0
19141,2021,7,1,16,21.0
19141,2021,7,1,17,26.0
19141,2021,7,1,18,35.0
19141,2021,7,1,19,48.0
19141,2021,7,1,20,50.0
19141,2021,7,1,21,57.0
19141,2021,7,1,22,60.0
19141,2021,7,1,23,59.0
19141,2021,7,2,0,65.0
19141,2021,7,2,1,69.0
19141,2021,7,2,2,71.0
19141,2021,7,2,3,75.0
19141,2021,7,2,4,72.0
19141,2021,7,2,5,63.0
19141,2021,7,2,6,46.0
19141,2021,7,2,7,38.0
19141,2021,7,2,8,32.0
19141,2021,7,2,9,29.0
19141,2021,7,2,10,27.0
19141,2021,7,2,11,34.0
19141,2021,7,2,12,38.0
19141,2021,7,2,13,42.0
19141,2021,7,2,14,45.0
19141,2021,7,2,15,51.0
19141,2021,7,2,16,60.0
19141,2021,7,2,17,63.0
19141,2021,7,2,18,67.0
19141,2021,7,2,19,74.0
19141,2021,7,2,20,76.0
19141,2021,7,2,21,80.0
19141,2021,7,2,22,81.0
19141,2021,7,2,23,81.0
19141,2021,7,3,0,83.0
19141,2021,7,3,1,96.0
19141,2021,7,3,2,98.0
19141,2021,7,3,3,98.0
19141,2021,7,3,4,94.0
19141,2021,7,3,5,89.0
19141,2021,7,3,6,76.0
19141,2021,7,3,7,71.0
19141,2021,7,3,8,63.0
19141,2021,7,3,9,64.0
19141,2021,7,3,10,61.0
19141,2021,7,3,11,56.0
19141,2021,7,3,12,60.0
19141,2021,7,3,13,59.0
19141,2021,7,3,14,70.0
19141,2021,7,3,15,78.0
19141,2021,7,3,16,98.0
19141,2021,7,3,17,98.0
19141,2021,7,3,18,98.0
19141,2021,7,3,19,98.0
19141,2021,7,3,20,98.0
19141,2021,7,3,21,98.0
19141,2021,7,3,22,98.0
19141,2021,7,3,23,98.0
19141,2021,7,4,0,98.0
19141,2021,7,4,1,98.0
19141,2021,7,4,2,98.0
19141,2021,7,4,3,98.0
19141,2021,7,4,4,98.0
19141,2021,7,4,5,98.0
19141,2021,7,4,6,98.0
19141,2021,7,4,7,73.0
19141,2021,7,4,8,69.0
19141,2021,7,4,9,61.0
19141,2021,7,4,10,55.0
19141,2021,7,4,11,53.0
19141,2021,7,4,12,50.0
19141,2021,7,4,13,47.0
19141,2021,7,4,14,46.0
19141,2021,7,4,15,44.0
19141,2021,7,4,16,50.0
19141,2021,7,4,17,51.0
19141,2021,7,4,18,60.0
19141,2021,7,4,19,74.0
19141,2021,7,4,20,75.0
19141,2021,7,4,21,85.0
19141,2021,7,4,22,90.0
19141,2021,7,4,23,94.0
19141,2021,7,5,0,98.0
19141,2021,7,5,1,98.0
19141,2021,7,5,2,98.0
19141,2021,7,5,3,98.0
19141,2021,7,5,4,98.0
19141,2021,7,5,5,98.0
19141,2021,7,5,6,95.0
19141,2021,7,5,7,59.0
19141,2021,7,5,8,53.0
19141,2021,7,5,9,44.0
19141,2021,7,5,10,42.0
19141,2021,7,5,11,41.0
19141,2021,7,5,12,39.0
19141,2021,7,5,13,37.0
19141,2021,7,5,14,40.0
19141,2021,7,5,15,43.0
19141,2021,7,5,16,50.0
19141,2021,7,5,17,50.0
19141,2021,7,5,18,54.0
19141,2021,7,5,19,64.0
19141,2021,7,5,20,68.0
19141,2021,7,5,21,69.0
19141,2021,7,5,22,78.0
19141,2021,7,5,23,84.0
19141,2021,7,6,0,91.0
19141,2021,7,6,1,98.0
19141,2021,7,6,2,98.0
19141,2021,7,6,3,98.0
19141,2021,7,6,4,79.0
19141,2021,7,6,5,81.0
19141,2021,7,6,6,93.0
19141,2021,7,6,7,88.0
19141,2021,7,6,8,98.0
19141,2021,7,6,9,98.0
19141,2021,7,6,10,98.0
19141,2021,7,6,11,98.0
19141,2021,7,6,12,98.0
19141,2021,7,6,13,98.0
19141,2021,7,6,14,98.0
19141,2021,7,6,15,98.0
19141,2021,7,6,16,98.0
19141,2021,7,6,17,98.0
19141,2021,7,6,18,98.0
19141,2021,7,6,19,98.0
19141,2021,7,6,20,98.0
19141,2021,7,6,21,98.0
19141,2021,7,6,22,98.0
19141,2021,7,6,23,98.0
19141,2021,7,7,0,98.0
19141,2021,7,7,1,98.0
19141,2021,7,7,2,98.0
19141,2021,7,7,3,98.0
19141,2021,7,7,4,98.0
19141,2021,7,7,5,98.0
19141,2021,7,7,6,98.0
19141,2021,7,7,7,98.0
19141,2021,7,7,8,98.0
19141,2021,7,7,9,98.0
19141,2021,7,7,10,98.0
19141,2021,7,7,11,98.0
19141,2021,7,7,12,98.0
19141,2021,7,7,13,98.0
19141,2021,7,7,14,98.0
19141,2021,7,7,15,98.0
19141,2021,7,7,16,98.0
19141,2021,7,7,17,98.0
19141,2021,7,7,18,98.0
19141,2021,7,7,19,98.0
19141,2021,7,7,20,98.0
19141,2021,7,7,21,98.0
19141,2021,7,7,22,98.0
19141,2021,7,7,23,98.0
19141,2021,7,8,0,98.0
19141,2021,7,8,1,98.0
19141,2021,7,8,2,98.0
19141,2021,7,8,3,98.0
19141,2021,7,8,4,98.0
19141,2021,7,8,5,98.0
19141,2021,7,8,6,98.0
19141,2021,7,8,7,98.0
19141,2021,7,8,8,98.0
19141,2021,7,8,9,98.0
19141,2021,7,8,10,98.0
19141,2021,7,8,11,98.0
19141,2021,7,8,12,98.0
19141,2021,7,8,13,98.0
19141,2021,7,8,14,98.0
19141,2021,7,8,15,98.0
19141,2021,7,8,16,98.0
19141,2021,7,8,17,98.0
19141,2021,7,8,18,98.0
19141,2021,7,8,19,98.0
19141,2021,7,8,20,98.0
19141,2021,7,8,21,98.0
19141,2021,7,8,22,98.0
19141,2021,7,8,23,98.0
19141,2021,7,9,0,98.0
19141,2021,7,9,1,98.0
19141,2021,7,9,2,98.0
19141,2021,7,9,3,98.0
19141,2021,7,9,4,98.0
19141,2021,7,9,5,98.0
19141,2021,7,9,6,98.0
19141,2021,7,9,7,98.0
19141,2021,7,9,8,98.0
19141,2021,7,9,9,72.0
19141,2021,7,9,10,66.0
19141,2021,7,9,11,64.0
19141,2021,7,9,12,63.0
19141,2021,7,9,13,60.0
19141,2021,7,9,14,63.0
19141,2021,7,9,15,64.0
19141,2021,7,9,16,67.0
19141,2021,7,9,17,68.0
19141,2021,7,9,18,77.0
19141,2021,7,9,19,82.0
19141,2021,7,9,20,89.0
19141,2021,7,9,21,93.0
19141,2021,7,9,22,98.0
19141,2021,7,9,23,98.0
19141,2021,7,10,0,98.0
19141,2021,7,10,1,98.0
19141,2021,7,10,2,98.0
19141,2021,7,10,3,98.0
19141,2021,7,10,4,98.0
19141,2021,7,10,5,98.0
19141,2021,7,10,6,98.0
19141,2021,7,10,7,67.0
19141,2021,7,10,8,62.0
19141,2021,7,10,9,54.0
19141,2021,7,10,10,49.0
19141,2021,7,10,11,53.0
19141,2021,7,10,12,51.0
19141,2021,7,10,13,48.0
19141,2021,7,10,14,48.0
19141,2021,7,10,15,49.0
19141,2021,7,10,16,56.0
19141,2021,7,10,17,62.0
19141,2021,7,10,18,73.0
19141,2021,7,10,19,82.0
19141,2021,7,10,20,91.0
19141,2021,7,10,21,95.0
19141,2021,7,10,22,98.0
19141,2021,7,10,23,98.0
19141,2021,7,11,0,98.0
19141,2021,7,11,1,98.0
19141,2021,7,11,2,98.0
19141,2021,7,11,3,98.0
19141,2021,7,11,4,98.0
19141,2021,7,11,5,98.0
19141,2021,7,11,6,98.0
19141,2021,7,11,7,98.0
19141,2021,7,11,8,63.0
19141,2021,7,11,9,53.0
19141,2021,7,11,10,52.0
19141,2021,7,11,11,46.0
19141,2021,7,11,12,46.0
19141,2021,7,11,13,45.0
19141,2021,7,11,14,43.0
19141,2021,7,11,15,46.0
19141,2021,7,11,16,52.0
19141,2021,7,11,17,56.0
19141,2021,7,11,18,68.0
19141,2021,7,11,19,82.0
19141,2021,7,11,20,85.0
19141,2021,7,11,21,93.0
19141,2021,7,11,22,89.0
19141,2021,7,11,23,98.0
19141,2021,7,12,0,98.0
19141,2021,7,12,1,98.0
19141,2021,7,12,2,98.0
19141,2021,7,12,3,98.0
19141,2021,7,12,4,98.0
19141,2021,7,12,5,98.0
19141,2021,7,12,6,98.0
19141,2021,7,12,7,98.0
19141,2021,7,12,8,78.0
19141,2021,7,12,9,50.0
19141,2021,7,12,10,47.0
19141,2021,7,12,11,41.0
19141,2021,7,12,12,35.0
19141,2021,7,12,13,35.0
19141,2021,7,12,14,41.0
19141,2021,7,12,15,46.0
19141,2021,7,12,16,52.0
19141,2021,7,12,17,52.0
19141,2021,7,12,18,57.0
19141,2021,7,12,19,68.0
19141,2021,7,12,20,76.0
19141,2021,7,12,21,82.0
19141,2021,7,12,22,84.0
19141,2021,7,12,23,90.0
19141,2021,7,13,0,98.0
19141,2021,7,13,1,98.0
19141,2021,7,13,2,98.0
19141,2021,7,13,3,98.0
19141,2021,7,13,4,98.0
19141,2021,7,13,5,98.0
19141,2021,7,13,6,98.0
19141,2021,7,13,7,98.0
19141,2021,7,13,8,64.0
19141,2021,7,13,9,53.0
19141,2021,7,13,10,51.0
19141,2021,7,13,11,42.0
19141,2021,7,13,12,37.0
19141,2021,7,13,13,44.0
19141,2021,7,13,14,44.0
19141,2021,7,13,15,42.0
19141,2021,7,13,16,46.0
19141,2021,7,13,17,47.0
19141,2021,7,13,18,53.0
19141,2021,7,13,19,60.0
19141,2021,7,13,20,59.0
19141,2021,7,13,21,61.0
19141,2021,7,13,22,71.0
19141,2021,7,13,23,84.0
19141,2021,7,14,0,92.0
19141,2021,7,14,1,98.0
19141,2021,7,14,2,98.0
19141,2021,7,14,3,98.0
19141,2021,7,14,4,98.0
19141,2021,7,14,5,73.0
19141,2021,7,14,6,63.0
19141,2021,7,14,7,61.0
19141,2021,7,14,8,53.0
19141,2021,7,14,9,51.0
19141,2021,7,14,10,49.0
19141,2021,7,14,11,46.0
19141,2021,7,14,12,49.0
19141,2021,7,14,13,45.0
19141,2021,7,14,14,44.0
19141,2021,7,14,15,51.0
19141,2021,7,14,16,59.0
19141,2021,7,14,17,65.0
19141,2021,7,14,18,75.0
19141,2021,7,14,19,81.0
19141,2021,7,14,20,87.0
19141,2021,7,14,21,96.0
19141,2021,7,14,22,98.0
19141,2021,7,14,23,98.0
19141,2021,7,15,0,98.0
19141,2021,7,15,1,98.0
19141,2021,7,15,2,98.0
19141,2021,7,15,3,98.0
19141,2021,7,15,4,98.0
19141,2021,7,15,5,98.0
19141,2021,7,15,6,98.0
19141,2021,7,15,7,91.0
19141,2021,7,15,8,69.0
19141,2021,7,15,9,60.0
19141,2021,7,15,10,52.0
19141,2021,7,15,11,44.0
19141,2021,7,15,12,37.0
19141,2021,7,15,13,40.0
19141,2021,7,15,14,46.0
19141,2021,7,15,15,49.0
19141,2021,7,15,16,52.0
19141,2021,7,15,17,59.0
19141,2021,7,15,18,65.0
19141,2021,7,15,19,70.0
19141,2021,7,15,20,75.0
19141,2021,7,15,21,78.0
19141,2021,7,15,22,85.0
19141,2021,7,15,23,98.0
19141,2021,7,16,0,98.0
19141,2021,7,16,1,98.0
19141,2021,7,16,2,98.0
19141,2021,7,16,3,98.0
19141,2021,7,16,4,98.0
19141,2021,7,16,5,98.0
19141,2021,7,16,6,98.0
19141,2021,7,16,7,63.0
19141,2021,7,16,8,54.0
19141,2021,7,16,9,46.0
19141,2021,7,16,10,41.0
19141,2021,7,16,11,32.0
19141,2021,7,16,12,27.0
19141,2021,7,16,13,25.0
19141,2021,7,16,14,28.0
19141,2021,7,16,15,36.0
19141,2021,7,16,16,39.0
19141,2021,7,16,17,44.0
19141,2021,7,16,18,49.0
19141,2021,7,16,19,54.0
19141,2021,7,16,20,58.0
19141,2021,7,16,21,66.0
19141,2021,7,16,22,77.0
19141,2021,7,16,23,80.0
19141,2021,7,17,0,88.0
19141,2021,7,17,1,92.0
19141,2021,7,17,2,98.0
19141,2021,7,17,3,98.0
19141,2021,7,17,4,97.0
19141,2021,7,17,5,74.0
19141,2021,7,17,6,66.0
19141,2021,7,17,7,60.0
19141,2021,7,17,8,51.0
19141,2021,7,17,9,41.0
19141,2021,7,17,10,32.0
19141,2021,7,17,11,26.0
19141,2021,7,17,12,19.0
19141,2021,7,17,13,33.0
19141,2021,7,17,14,43.0
19141,2021,7,17,15,49.0
19141,2021,7,17,16,55.0
19141,2021,7,17,17,62.0
19141,2021,7,17,18,71.0
19141,2021,7,17,19,76.0
19141,2021,7,17,20,81.0
19141,2021,7,17,21,88.0
19141,2021,7,17,22,98.0
19141,2021,7,17,23,98.0
19141,2021,7,18,0,98.0
19141,2021,7,18,1,98.0
19141,2021,7,18,2,98.0
19141,2021,7,18,3,98.0
19141,2021,7,18,4,98.0
19141,2021,7,18,5,98.0
19141,2021,7,18,6,98.0
19141,2021,7,18,7,98.0
19141,2021,7,18,8,69.0
19141,2021,7,18,9,54.0
19141,2021,7,18,10,40.0
19141,2021,7,18,11,35.0
19141,2021,7,18,12,31.0
19141,2021,7,18,13,32.0
19141,2021,7,18,14,33.0
19141,2021,7,18,15,38.0
19141,2021,7,18,16,54.0
19141,2021,7,18,17,63.0
19141,2021,7,18,18,67.0
19141,2021,7,18,19,71.0
19141,2021,7,18,20,76.0
19141,2021,7,18,21,82.0
19141,2021,7,18,22,92.0
19141,2021,7,18,23,97.0
19141,2021,7,19,0,98.0
19141,2021,7,19,1,98.0
19141,2021,7,19,2,98.0
19141,2021,7,19,3,98.0
19141,2021,7,19,4,98.0
19141,2021,7,19,5,98.0
19141,2021,7,19,6,98.0
19141,2021,7,19,7,85.0
19141,2021,7,19,8,62.0
19141,2021,7,19,9,55.0
19141,2021,7,19,10,40.0
19141,2021,7,19,11,36.0
19141,2021,7,19,12,43.0
19141,2021,7,19,13,46.0
19141,2021,7,19,14,48.0
19141,2021,7,19,15,47.0
19141,2021,7,19,16,49.0
19141,2021,7,19,17,54.0
19141,2021,7,19,18,57.0
19141,2021,7,19,19,64.0
19141,2021,7,19,20,70.0
19141,2021,7,19,21,73.0
19141,2021,7,19,22,78.0
19141,2021,7,19,23,80.0
19141,2021,7,20,0,79.0
19141,2021,7,20,1,82.0
19141,2021,7,20,2,87.0
19141,2021,7,20,3,92.0
19141,2021,7,20,4,87.0
19141,2021,7,20,5,78.0
19141,2021,7,20,6,77.0
19141,2021,7,20,7,72.0
19141,2021,7,20,8,64.0
19141,2021,7,20,9,61.0
19141,2021,7,20,10,55.0
19141,2021,7,20,11,48.0
19141,2021,7,20,12,47.0
19141,2021,7,20,13,48.0
19141,2021,7,20,14,54.0
19141,2021,7,20,15,57.0
19141,2021,7,20,16,59.0
19141,2021,7,20,17,61.0
19141,2021,7,20,18,65.0
19141,2021,7,20,19,67.0
19141,2021,7,20,20,69.0
19141,2021,7,20,21,74.0
19141,2021,7,20,22,78.0
19141,2021,7,20,23,80.0
19141,2021,7,21,0,76.0
19141,2021,7,21,1,85.0
19141,2021,7,21,2,86.0
19141,2021,7,21,3,98.0
19141,2021,7,21,4,96.0
19141,2021,7,21,5,74.0
19141,2021,7,21,6,66.0
19141,2021,7,21,7,57.0
19141,2021,7,21,8,52.0
19141,2021,7,21,9,51.0
19141,2021,7,21,10,47.0
19141,2021,7,21,11,46.0
19141,2021,7,21,12,48.0
19141,2021,7,21,13,58.0
19141,2021,7,21,14,56.0
19141,2021,7,21,15,63.0
19141,2021,7,21,16,63.0
19141,2021,7,21,17,66.0
19141,2021,7,21,18,68.0
19141,2021,7,21,19,73.0
19141,2021,7,21,20,78.0
19141,2021,7,21,21,83.0
19141,2021,7,21,22,93.0
19141,2021,7,21,23,98.0
19141,2021,7,22,0,98.0
19141,2021,7,22,1,98.0
19141,2021,7,22,2,98.0
19141,2021,7,22,3,98.0
19141,2021,7,22,4,98.0
19141,2021,7,22,5,98.0
19141,2021,7,22,6,98.0
19141,2021,7,22,7,82.0
19141,2021,7,22,8,73.0
19141,2021,7,22,9,82.0
19141,2021,7,22,10,57.0
19141,2021,7,22,11,51.0
19141,2021,7,22,12,53.0
19141,2021,7,22,13,51.0
19141,2021,7,22,14,58.0
19141,2021,7,22,15,57.0
19141,2021,7,22,16,59.0
19141,2021,7,22,17,61.0
19141,2021,7,22,18,70.0
19141,2021,7,22,19,78.0
19141,2021,7,22,20,78.0
19141,2021,7,22,21,80.0
19141,2021,7,22,22,80.0
19141,2021,7,22,23,82.0
19141,2021,7,23,0,84.0
19141,2021,7,23,1,92.0
19141,2021,7,23,2,98.0
19141,2021,7,23,3,98.0
19141,2021,7,23,4,98.0
19141,2021,7,23,5,88.0
19141,2021,7,23,6,77.0
19141,2021,7,23,7,68.0
19141,2021,7,23,8,57.0
19141,2021,7,23,9,55.0
19141,2021,7,23,10,48.0
19141,2021,7,23,11,45.0
19141,2021,7,23,12,46.0
19141,2021,7,23,13,52.0
19141,2021,7,23,14,51.0
19141,2021,7,23,15,50.0
19141,2021,7,23,16,55.0
19141,2021,7,23,17,66.0
19141,2021,7,23,18,72.0
19141,2021,7,23,19,78.0
19141,2021,7,23,20,79.0
19141,2021,7,23,21,82.0
19141,2021,7,23,22,87.0
19141,2021,7,23,23,90.0
19141,2021,7,24,0,98.0
19141,2021,7,24,1,98.0
19141,2021,7,24,2,98.0
19141,2021,7,24,3,98.0
19141,2021,7,24,4,98.0
19141,2021,7,24,5,98.0
19141,2021,7,24,6,98.0
19141,2021,7,24,7,74.0
19141,2021,7,24,8,56.0
19141,2021,7,24,9,50.0
19141,2021,7,24,10,47.0
19141,2021,7,24,11,44.0
19141,2021,7,24,12,41.0
19141,2021,7,24,13,39.0
19141,2021,7,24,14,39.0
19141,2021,7,24,15,41.0
19141,2021,7,24,16,49.0
19141,2021,7,24,17,55.0
19141,2021,7,24,18,60.0
19141,2021,7,24,19,65.0
19141,2021,7,24,20,71.0
19141,2021,7,24,21,78.0
19141,2021,7,24,22,80.0
19141,2021,7,24,23,82.0
19141,2021,7,25,0,82.0
19141,2021,7,25,1,84.0
19141,2021,7,25,2,93.0
19141,2021,7,25,3,98.0
19141,2021,7,25,4,98.0
19141,2021,7,25,5,89.0
19141,2021,7,25,6,81.0
19141,2021,7,25,7,71.0
19141,2021,7,25,8,64.0
19141,2021,7,25,9,60.0
19141,2021,7,25,10,50.0
19141,2021,7,25,11,43.0
19141,2021,7,25,12,42.0
19141,2021,7,25,13,40.0
19141,2021,7,25,14,36.0
19141,2021,7,25,15,46.0
19141,2021,7,25,16,52.0
19141,2021,7,25,17,58.0
19141,2021,7,25,18,69.0
19141,2021,7,25,19,72.0
19141,2021,7,25,20,77.0
19141,2021,7,25,21,79.0
19141,2021,7,25,22,88.0
19141,2021,7,25,23,92.0
19141,2021,7,26,0,91.0
19141,2021,7,26,1,98.0
19141,2021,7,26,2,98.0
19141,2021,7,26,3,98.0
19141,2021,7,26,4,91.0
19141,2021,7,26,5,82.0
19141,2021,7,26,6,76.0
19141,2021,7,26,7,73.0
19141,2021,7,26,8,65.0
19141,2021,7,26,9,60.0
19141,2021,7,26,10,51.0
19141,2021,7,26,11,48.0
19141,2021,7,26,12,42.0
19141,2021,7,26,13,43.0
19141,2021,7,26,14,44.0
19141,2021,7,26,15,48.0
19141,2021,7,26,16,52.0
19141,2021,7,26,17,56.0
19141,2021,7,26,18,63.0
19141,2021,7,26,19,71.0
19141,2021,7,26,20,72.0
19141,2021,7,26,21,77.0
19141,2021,7,26,22,80.0
19141,2021,7,26,23,85.0
19141,2021,7,27,0,86.0
19141,2021,7,27,1,92.0
19141,2021,7,27,2,96.0
19141,2021,7,27,3,98.0
19141,2021,7,27,4,98.0
19141,2021,7,27,5,76.0
19141,2021,7,27,6,69.0
19141,2021,7,27,7,61.0
19141,2021,7,27,8,55.0
19141,2021,7,27,9,48.0
19141,2021,7,27,10,44.0
19141,2021,7,27,11,42.0
19141,2021,7,27,12,41.0
19141,2021,7,27,13,43.0
19141,2021,7,27,14,47.0
19141,2021,7,27,15,48.0
19141,2021,7,27,16,54.0
19141,2021,7,27,17,62.0
19141,2021,7,27,18,70.0
19141,2021,7,27,19,74.0
19141,2021,7,27,20,80.0
19141,2021,7,27,21,84.0
19141,2021,7,27,22,89.0
19141,2021,7,27,23,97.0
19141,2021,7,28,0,98.0
19141,2021,7,28,1,98.0
19141,2021,7,28,2,98.0
19141,2021,7,28,3,98.0
19141,2021,7,28,4,98.0
19141,2021,7,28,5,98.0
19141,2021,7,28,6,98.0
19141,2021,7,28,7,65.0
19141,2021,7,28,8,50.0
19141,2021,7,28,9,40.0
19141,2021,7,28,10,32.0
19141,2021,7,28,11,30.0
19141,2021,7,28,12,30.0
19141,2021,7,28,13,34.0
19141,2021,7,28,14,39.0
19141,2021,7,28,15,41.0
19141,2021,7,28,16,47.0
19141,2021,7,28,17,51.0
19141,2021,7,28,18,57.0
19141,2021,7,28,19,62.0
19141,2021,7,28,20,63.0
19141,2021,7,28,21,63.0
19141,2021,7,28,22,62.0
19141,2021,7,28,23,67.0
19141,2021,7,29,0,71.0
19141,2021,7,29,1,74.0
19141,2021,7,29,2,80.0
19141,2021,7,29,3,85.0
19141,2021,7,29,4,77.0
19141,2021,7,29,5,70.0
19141,2021,7,29,6,60.0
19141,2021,7,29,7,56.0
19141,2021,7,29,8,47.0
19141,2021,7,29,9,39.0
19141,2021,7,29,10,34.0
19141,2021,7,29,11,29.0
19141,2021,7,29,12,25.0
19141,2021,7,29,13,25.0
19141,2021,7,29,14,32.0
19141,2021,7,29,15,34.0
19141,2021,7,29,16,40.0
19141,2021,7,29,17,43.0
19141,2021,7,29,18,47.0
19141,2021,7,29,19,50.0
19141,2021,7,29,20,53.0
19141,2021,7,29,21,56.0
19141,2021,7,29,22,59.0
19141,2021,7,29,23,61.0
19141,2021,7,30,0,63.0
19141,2021,7,30,1,69.0
19141,2021,7,30,2,73.0
19141,2021,7,30,3,74.0
19141,2021,7,30,4,72.0
19141,2021,7,30,5,59.0
19141,2021,7,30,6,54.0
19141,2021,7,30,7,42.0
19141,2021,7,30,8,33.0
19141,2021,7,30,9,27.0
19141,2021,7,30,10,22.0
19141,2021,7,30,11,22.0
19141,2021,7,30,12,20.0
19141,2021,7,30,13,20.0
19141,2021,7,30,14,25.0
19141,2021,7,30,15,32.0
19141,2021,7,30,16,37.0
19141,2021,7,30,17,34.0
19141,2021,7,30,18,41.0
19141,2021,7,30,19,43.0
19141,2021,7,30,20,46.0
19141,2021,7,30,21,50.0
19141,2021,7,30,22,53.0
19141,2021,7,30,23,62.0
19141,2021,7,31,0,66.0
19141,2021,7,31,1,70.0
19141,2021,7,31,2,71.0
19141,2021,7,31,3,73.0
19141,2021,7,31,4,70.0
19141,2021,7,31,5,60.0
19141,2021,7,31,6,50.0
19141,2021,7,31,7,44.0
19141,2021,7,31,8,38.0
19141,2021,7,31,9,26.0
19141,2021,7,31,10,23.0
19141,2021,7,31,11,21.0
19141,2021,7,31,12,19.0
19141,2021,7,31,13,18.0
19141,2021,7,31,14,19.0
19141,2021,7,31,15,20.0
19141,2021,7,31,16,32.0
19141,2021,7,31,17,41.0
19141,2021,7,31,18,44.0
19141,2021,7,31,19,47.0
19141,2021,7,31,20,50.0
19141,2021,7,31,21,51.0
19141,2021,7,31,22,56.0
19141,2021,7,31,23,59.0
19141,2021,8,1,0,63.0
19141,2021,8,1,1,67.0
19141,2021,8,1,2,72.0
19141,2021,8,1,3,73.0
19141,2021,8,1,4,73.0
19141,2021,8,1,5,62.0
19141,2021,8,1,6,57.0
19141,2021,8,1,7,50.0
19141,2021,8,1,8,41.0
19141,2021,8,1,9,34.0
19141,2021,8,1,10,29.0
19141,2021,8,1,11,24.0
19141,2021,8,1,12,19.0
19141,2021,8,1,13,21.0
19141,2021,8,1,14,21.0
19141,2021,8,1,15,28.0
19141,2021,8,1,16,35.0
19141,2021,8,1,17,35.0
19141,2021,8,1,18,40.0
19141,2021,8,1,19,40.0
19141,2021,8,1,20,49.0
19141,2021,8,1,21,48.0
19141,2021,8,1,22,52.0
19141,2021,8,1,23,58.0
19141,2021,8,2,0,62.0
19141,2021,8,2,1,65.0
19141,2021,8,2,2,68.0
19141,2021,8,2,3,70.0
19141,2021,8,2,4,67.0
19141,2021,8,2,5,53.0
19141,2021,8,2,6,50.0
19141,2021,8,2,7,43.0
19141,2021,8,2,8,32.0
19141,2021,8,2,9,26.0
19141,2021,8,2,10,25.0
19141,2021,8,2,11,22.0
19141,2021,8,2,12,19.0
19141,2021,8,2,13,15.0
19141,2021,8,2,14,16.0
19141,2021,8,2,15,18.0
19141,2021,8,2,16,18.0
19141,2021,8,2,17,24.0
19141,2021,8,2,18,28.0
19141,2021,8,2,19,31.0
19141,2021,8,2,20,38.0
19141,2021,8,2,21,41.0
19141,2021,8,2,22,44.0
19141,2021,8,2,23,51.0
19141,2021,8,3,0,54.0
19141,2021,8,3,1,56.0
